#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1.3; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"SZmax(1),Zmax(1) (s=1.3) [Magnitude]"
#--------------------------------------------------------
2.0000000000000	-0.0045249781838765
2.0100000000000	-0.0045422206078570
2.0200000000000	-0.0045617623067133
2.0300000000000	-0.0045835967617615
2.0400000000000	-0.0046077176768892
2.0500000000000	-0.0046341189825214
2.0600000000000	-0.0046627948397684
2.0700000000000	-0.0046937396445641
2.0800000000000	-0.0047269480318928
2.0900000000000	-0.0047624148800809
2.1000000000000	-0.0048001353152269
2.1100000000000	-0.0048401047155994
2.1200000000000	-0.0048823187162201
2.1300000000000	-0.0049267732134816
2.1400000000000	-0.0049734643697789
2.1500000000000	-0.0050223886183996
2.1600000000000	-0.0050735426683739
2.1700000000000	-0.0051269235093404
2.1800000000000	-0.0051825284168087
2.1900000000000	-0.0052403549571095
2.2000000000000	-0.0053004009928002
2.2100000000000	-0.0053626646879199
2.2200000000000	-0.0054271445135529
2.2300000000000	-0.0054938392532763
2.2400000000000	-0.0055627480089989
2.2500000000000	-0.0056338702066095
2.2600000000000	-0.0057072056019330
2.2700000000000	-0.0057827542868063
2.2800000000000	-0.0058605166951469
2.2900000000000	-0.0059404936094110
2.3000000000000	-0.0060226861666898
2.3100000000000	-0.0061070958655498
2.3200000000000	-0.0061937245725843
2.3300000000000	-0.0062825745292123
2.3400000000000	-0.0063736483587676
2.3500000000000	-0.0064669490734235
2.3600000000000	-0.0065624800816438
2.3700000000000	-0.0066602451955211
2.3800000000000	-0.0067602486384225
2.3900000000000	-0.0068624950525971
2.4000000000000	-0.0069669895073782
2.4100000000000	-0.0070737375069855
2.4200000000000	-0.0071827449990816
2.4300000000000	-0.0072940183830031
2.4400000000000	-0.0074075645186525
2.4500000000000	-0.0075233907352358
2.4600000000000	-0.0076415048402988
2.4700000000000	-0.0077619151291735
2.4800000000000	-0.0078846303942641
2.4900000000000	-0.0080096599348933
2.5000000000000	-0.0081370135672609
2.5100000000000	-0.0082667016344900
2.5200000000000	-0.0083987350172052
2.5300000000000	-0.0085331251440849
2.5400000000000	-0.0086698840029366
2.5500000000000	-0.0088090241515912
2.5600000000000	-0.0089505587297550
2.5700000000000	-0.0090945014703905
2.5800000000000	-0.0092408667119843
2.5900000000000	-0.0093896694107484
2.6000000000000	-0.0095409251532719
2.6100000000000	-0.0096946501694865
2.6200000000000	-0.0098508613459025
2.6300000000000	-0.010009576239180
2.6400000000000	-0.010170813090128
2.6500000000000	-0.010334590837932
2.6600000000000	-0.010500929134836
