#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1.3; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"SZmax(2),Zmax(1) [Magnitude]"
#------------------------------------------------
2.0000000000000	0.0038947795115447
2.0100000000000	0.0039624398029920
2.0200000000000	0.0040310375815121
2.0300000000000	0.0041005837559684
2.0400000000000	0.0041710893738028
2.0500000000000	0.0042425656230895
2.0600000000000	0.0043150238346291
2.0700000000000	0.0043884754840773
2.0800000000000	0.0044629321941041
2.0900000000000	0.0045384057365980
2.1000000000000	0.0046149080349088
2.1100000000000	0.0046924511661179
2.1200000000000	0.0047710473633604
2.1300000000000	0.0048507090181739
2.1400000000000	0.0049314486829075
2.1500000000000	0.0050132790731550
2.1600000000000	0.0050962130702323
2.1700000000000	0.0051802637237084
2.1800000000000	0.0052654442539746
2.1900000000000	0.0053517680548547
2.2000000000000	0.0054392486962664
2.2100000000000	0.0055278999269245
2.2200000000000	0.0056177356771107
2.2300000000000	0.0057087700614459
2.2400000000000	0.0058010173817725
2.2500000000000	0.0058944921300500
2.2600000000000	0.0059892089912951
2.2700000000000	0.0060851828466120
2.2800000000000	0.0061824287762354
2.2900000000000	0.0062809620626470
2.3000000000000	0.0063807981937685
2.3100000000000	0.0064819528661627
2.3200000000000	0.0065844419883449
2.3300000000000	0.0066882816841018
2.3400000000000	0.0067934882959360
2.3500000000000	0.0069000783885003
2.3600000000000	0.0070080687521488
2.3700000000000	0.0071174764065299
2.3800000000000	0.0072283186042496
2.3900000000000	0.0073406128345925
2.4000000000000	0.0074543768273380
2.4100000000000	0.0075696285566039
2.4200000000000	0.0076863862448145
2.4300000000000	0.0078046683666885
2.4400000000000	0.0079244936533400
2.4500000000000	0.0080458810964331
2.4600000000000	0.0081688499524260
2.4700000000000	0.0082934197468958
2.4800000000000	0.0084196102789283
2.4900000000000	0.0085474416256096
2.5000000000000	0.0086769341465912
2.5100000000000	0.0088081084887386
2.5200000000000	0.0089409855908858
2.5300000000000	0.0090755866886511
2.5400000000000	0.0092119333193688
2.5500000000000	0.0093500473271086
2.5600000000000	0.0094899508677880
2.5700000000000	0.0096316664143738
2.5800000000000	0.0097752167622049
2.5900000000000	0.0099206250343939
2.6000000000000	0.010067914687364
2.6100000000000	0.010217109516448
2.6200000000000	0.010368233661640
2.6300000000000	0.010521311613429
2.6400000000000	0.010676368218766
2.6500000000000	0.010833428687136
2.6600000000000	0.010992518596747
2.6700000000000	0.011153663900854
2.6800000000000	0.011316890934187
2.6900000000000	0.011482226419536
2.7000000000000	0.011649697474427
2.7100000000000	0.011819331617962
2.7200000000000	0.011991156777785
2.7300000000000	0.012165201297187
2.7400000000000	0.012341493942345
2.7500000000000	0.012520063909719
2.7600000000000	0.012700940833598
2.7700000000000	0.012884154793770
2.7800000000000	0.013069736323395
2.7900000000000	0.013257716416999
2.8000000000000	0.013448126538632
2.8100000000000	0.013640998630223
2.8200000000000	0.013836365120075
2.8300000000000	0.014034258931534
2.8400000000000	0.014234713491865
2.8500000000000	0.014437762741279
2.8600000000000	0.014643441142157
2.8700000000000	0.014851783688471
2.8800000000000	0.015062825915394
2.8900000000000	0.015276603909110
2.9000000000000	0.015493154316827
2.9100000000000	0.015712514357010
2.9200000000000	0.015934721829809
2.9300000000000	0.016159815127723
