#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=0.8; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"SZmax(1),Zmax(1) (s=0.8) [Magnitude]"
#--------------------------------------------------------
2.0000000000000	-0.0044129682938561
2.0100000000000	-0.0044548457103467
2.0200000000000	-0.0044984228687323
2.0300000000000	-0.0045436959236878
2.0400000000000	-0.0045906614888665
2.0500000000000	-0.0046393166404537
2.0600000000000	-0.0046896589208807
2.0700000000000	-0.0047416863425892
2.0800000000000	-0.0047953973919930
2.0900000000000	-0.0048507910335811
2.1000000000000	-0.0049078667140829
2.1100000000000	-0.0049666243669055
2.1200000000000	-0.0050270644165745
2.1300000000000	-0.0050891877835326
2.1400000000000	-0.0051529958887908
2.1500000000000	-0.0052184906591134
2.1600000000000	-0.0052856745319835
2.1700000000000	-0.0053545504611996
2.1800000000000	-0.0054251219220447
2.1900000000000	-0.0054973929173423
2.2000000000000	-0.0055713679831216
2.2100000000000	-0.0056470521947549
2.2200000000000	-0.0057244511732375
2.2300000000000	-0.0058035710917196
2.2400000000000	-0.0058844186820715
2.2500000000000	-0.0059670012420021
2.2600000000000	-0.0060513266420982
2.2700000000000	-0.0061374033331802
2.2800000000000	-0.0062252403538675
2.2900000000000	-0.0063148473386423
2.3000000000000	-0.0064062345256681
2.3100000000000	-0.0064994127655104
2.3200000000000	-0.0065943935294244
2.3300000000000	-0.0066911889185411
2.3400000000000	-0.0067898116729064
2.3500000000000	-0.0068902751810136
2.3600000000000	-0.0069925934897899
2.3700000000000	-0.0070967813143206
2.3800000000000	-0.0072028540486144
2.3900000000000	-0.0073108277761851
2.4000000000000	-0.0074207192812667
2.4100000000000	-0.0075325460602094
2.4200000000000	-0.0076463263332150
2.4300000000000	-0.0077620790566848
2.4400000000000	-0.0078798239356605
2.4500000000000	-0.0079995814368017
2.4600000000000	-0.0081213728018738
2.4700000000000	-0.0082452200614171
2.4800000000000	-0.0083711460489807
2.4900000000000	-0.0084991744159469
2.5000000000000	-0.0086293296465193
2.5100000000000	-0.0087616370733350
2.5200000000000	-0.0088961228937571
2.5300000000000	-0.0090328141862123
2.5400000000000	-0.0091717389276334
2.5500000000000	-0.0093129260109239
2.5600000000000	-0.0094564052632419
2.5700000000000	-0.0096022074648954
2.5800000000000	-0.0097503643686637
2.5900000000000	-0.0099009087197959
2.6000000000000	-0.010053874276807
2.6100000000000	-0.010209295832593
2.6200000000000	-0.010367209236668
2.6300000000000	-0.010527651417419
2.6400000000000	-0.010690660406012
2.6500000000000	-0.010856275360200
2.6600000000000	-0.011024536589280
2.6700000000000	-0.011195485579854
2.6800000000000	-0.011369165022371
2.6900000000000	-0.011545618838353
2.7000000000000	-0.011724892208780
2.7100000000000	-0.011907031603250
2.7200000000000	-0.012092084809881
2.7300000000000	-0.012280100966507
2.7400000000000	-0.012471130592703
2.7500000000000	-0.012665225622879
2.7600000000000	-0.012862439440303
2.7700000000000	-0.013062826912475
2.7800000000000	-0.013266444427511
2.7900000000000	-0.013473349931667
2.8000000000000	-0.013683602968115
2.8100000000000	-0.013897264717111
2.8200000000000	-0.014114398037272
2.8300000000000	-0.014335067508281
2.8400000000000	-0.014559339475143
2.8500000000000	-0.014787282093605
2.8600000000000	-0.015018965377349
2.8700000000000	-0.015254461246580
2.8800000000000	-0.015493843578276
2.8900000000000	-0.015737188258112
2.9000000000000	-0.015984573234138
2.9100000000000	-0.016236078572090
2.9200000000000	-0.016491786512845
2.9300000000000	-0.016751781531555
2.9400000000000	-0.017016150398773
2.9500000000000	-0.017284982243870
2.9600000000000	-0.017558368620336
2.9700000000000	-0.017836403573420
2.9800000000000	-0.018119183710122
2.9900000000000	-0.018406808271390
3.0000000000000	-0.018699379207003
3.0100000000000	-0.018997001252897
3.0200000000000	-0.019299782011112
3.0300000000000	-0.019607832032701
3.0400000000000	-0.019921264903200
3.0500000000000	-0.020240197331403
3.0600000000000	-0.020564749240930
3.0700000000000	-0.020895043865243
3.0800000000000	-0.021231207845806
3.0900000000000	-0.021573371333792
3.1000000000000	-0.021921668095391
3.1100000000000	-0.022276235620764
3.1200000000000	-0.022637215236985
3.1300000000000	-0.023004752224863
3.1400000000000	-0.023378995940094
3.1500000000000	-0.023760099938637
3.1600000000000	-0.024148222106718
3.1700000000000	-0.024543524795398
3.1800000000000	-0.024946174960129
3.1900000000000	-0.025356344305382
3.2000000000000	-0.025774209434476
3.2100000000000	-0.026199952004978
3.2200000000000	-0.026633758889823
3.2300000000000	-0.027075822344277
3.2400000000000	-0.027526340179245
3.2500000000000	-0.027985515940906
3.2600000000000	-0.028453559097095
3.2700000000000	-0.028930685230677
3.2800000000000	-0.029417116240185
3.2900000000000	-0.029913080548044
3.3000000000000	-0.030418813316679
3.3100000000000	-0.030934556672844
3.3200000000000	-0.031460559940551
3.3300000000000	-0.031997079882889
3.3400000000000	-0.032544380953203
3.3500000000000	-0.033102735555932
3.3600000000000	-0.033672424317633
3.3700000000000	-0.034253736368511
3.3800000000000	-0.034846969635008
3.3900000000000	-0.035452431143861
3.4000000000000	-0.036070437338181
3.4100000000000	-0.036701314406028
3.4200000000000	-0.037345398622099
3.4300000000000	-0.038003036703017
3.4400000000000	-0.038674586176913
3.4500000000000	-0.039360415767882
3.4600000000000	-0.040060905796007
3.4700000000000	-0.040776448593617
3.4800000000000	-0.041507448938561
3.4900000000000	-0.042254324505221
3.5000000000000	-0.043017506334104
3.5100000000000	-0.043797439320846
3.5200000000000	-0.044594582725537
3.5300000000000	-0.045409410703258
3.5400000000000	-0.046242412856914
3.5500000000000	-0.047094094813245
3.5600000000000	-0.047964978823313
3.5700000000000	-0.048855604388352
3.5800000000000	-0.049766528912431
3.5900000000000	-0.050698328383046
3.6000000000000	-0.051651598081030
3.6100000000000	-0.052626953321147
3.6200000000000	-0.053625030224894
3.6300000000000	-0.054646486527058
3.6400000000000	-0.055692002417624
3.6500000000000	-0.056762281420801
3.6600000000000	-0.057858051312998
3.6700000000000	-0.058980065081592
3.6800000000000	-0.060129101926606
3.6900000000000	-0.061305968307411
3.7000000000000	-0.062511499036551
3.7100000000000	-0.063746558423359
3.7200000000000	-0.065012041469530
3.7300000000000	-0.066308875119610
3.7400000000000	-0.067638019568917
3.7500000000000	-0.069000469632026
3.7600000000000	-0.070397256174877
