#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1.3; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"SZmax(2),Zmax(1) [Phase in Degrees]"
#-------------------------------------------------------
4.3200000000000	115.72008313619
4.3300000000000	115.21592403379
4.3400000000000	114.70927445507
4.3500000000000	114.20008935705
4.3600000000000	113.68832262665
4.3700000000000	113.17392705096
4.3800000000000	112.65685428679
4.3900000000000	112.13705482922
4.4000000000000	111.61447797936
4.4100000000000	111.08907181110
4.4200000000000	110.56078313700
4.4300000000000	110.02955747317
4.4400000000000	109.49533900319
4.4500000000000	108.95807054107
4.4600000000000	108.41769349317
4.4700000000000	107.87414781906
4.4800000000000	107.32737199140
4.4900000000000	106.77730295475
4.5000000000000	106.22387608324
4.5100000000000	105.66702513726
4.5200000000000	105.10668221903
4.5300000000000	104.54277772698
4.5400000000000	103.97524030917
4.5500000000000	103.40399681555
4.5600000000000	102.82897224904
4.5700000000000	102.25008971567
4.5800000000000	101.66727037353
4.5900000000000	101.08043338066
4.6000000000000	100.48949584193
4.6100000000000	99.894372754899
4.6200000000000	99.294976954636
4.6300000000000	98.691219057654
4.6400000000000	98.083007404915
4.6500000000000	97.470248004007
4.6600000000000	96.852844470543
4.6700000000000	96.230697968882
4.6800000000000	95.603707152235
4.6900000000000	94.971768102295
4.7000000000000	94.334774268477
4.7100000000000	93.692616406939
4.7200000000000	93.045182519507
4.7300000000000	92.392357792702
4.7400000000000	91.734024537060
4.7500000000000	91.070062126948
4.7600000000000	90.400346941151
4.7700000000000	89.724752304479
4.7800000000000	89.043148430707
4.7900000000000	88.355402367189
4.8000000000000	87.661377941515
4.8100000000000	86.960935710623
4.8200000000000	86.253932912825
4.8300000000000	85.540223423241
4.8400000000000	84.819657713205
4.8500000000000	84.092082814223
4.8600000000000	83.357342287168
4.8700000000000	82.615276197416
4.8800000000000	81.865721096719
4.8900000000000	81.108510012666
4.9000000000000	80.343472446673
4.9100000000000	79.570434381495
4.9200000000000	78.789218299382
4.9300000000000	77.999643212027
4.9400000000000	77.201524703620
4.9500000000000	76.394674988343
4.9600000000000	75.578902983817
4.9700000000000	74.754014402052
4.9800000000000	73.919811859607
4.9900000000000	73.076095008754
5.0000000000000	72.222660691549
5.0100000000000	71.359303118860
5.0200000000000	70.485814076468
5.0300000000000	69.601983160499
5.0400000000000	68.707598044551
5.0500000000000	67.802444780971
5.0600000000000	66.886308138825
5.0700000000000	65.958971981208
5.0800000000000	65.020219684585
5.0900000000000	64.069834602914
5.1000000000000	63.107600579317
5.1100000000000	62.133302508089
5.1200000000000	61.146726949755
5.1300000000000	60.147662801871
5.1400000000000	59.135902028083
5.1500000000000	58.111240447860
5.1600000000000	57.073478589018
5.1700000000000	56.022422604923
5.1800000000000	54.957885257854
5.1900000000000	53.879686969578
5.2000000000000	52.787656939660
5.2100000000000	51.681634331383
5.2200000000000	50.561469524443
5.2300000000000	49.427025432727
5.2400000000000	48.278178884558
5.2500000000000	47.114822061696
5.2600000000000	45.936863992243
5.2700000000000	44.744232091292
5.2800000000000	43.536873741786
5.2900000000000	42.314757906557
5.3000000000000	41.077876760985
5.3100000000000	39.826247334056
5.3200000000000	38.559913143997
5.3300000000000	37.278945812956
5.3400000000000	35.983446643639
5.3500000000000	34.673548139202
5.3600000000000	33.349415446331
5.3700000000000	32.011247700155
5.3800000000000	30.659279248639
5.3900000000000	29.293780733364
5.4000000000000	27.915060003207
5.4100000000000	26.523462837470
5.4200000000000	25.119373455446
5.4300000000000	23.703214790399
5.4400000000000	22.275448507438
5.4500000000000	20.836574746805
5.4600000000000	19.387131576778
5.4700000000000	17.927694143522
5.4800000000000	16.458873509004
5.4900000000000	14.981315172256
5.5000000000000	13.495697273935
5.5100000000000	12.002728489027
5.5200000000000	10.503145617763
5.5300000000000	8.9977108900382
5.5400000000000	7.4872090038318
5.5500000000000	5.9724439231732
5.5600000000000	4.4542354658489
5.5700000000000	2.9334157152640
5.5800000000000	1.4108252944559
5.5900000000000	-0.11269045688674
5.6000000000000	-1.6362853595069
5.6100000000000	-3.1591162817306
5.6200000000000	-4.6803469924380
5.6300000000000	-6.1991519363279
5.6400000000000	-7.7147198895914
5.6500000000000	-9.2262574565991
5.6600000000000	-10.732992371480
5.6700000000000	-12.234176572408
5.6800000000000	-13.729089020885
5.6900000000000	-15.217038243204
5.7000000000000	-16.697364576415
5.7100000000000	-18.169442106342
5.7200000000000	-19.632680290483
5.7300000000000	-21.086525263617
5.7400000000000	-22.530460828775
5.7500000000000	-23.964009140626
5.7600000000000	-25.386731092278
5.7700000000000	-26.798226419944
5.7800000000000	-28.198133542803
5.7900000000000	-29.586129157714
5.8000000000000	-30.961927610201
5.8100000000000	-32.325280064328
5.8200000000000	-33.675973494775
5.8300000000000	-35.013829524639
5.8400000000000	-36.338703132281
5.8500000000000	-37.650481249942
5.8600000000000	-38.949081275973
5.8700000000000	-40.234449521352
5.8800000000000	-41.506559609832
5.8900000000000	-42.765410849546
5.9000000000000	-44.011026592328
5.9100000000000	-45.243452595333
5.9200000000000	-46.462755397920
5.9300000000000	-47.669020725088
5.9400000000000	-48.862351927198
5.9500000000000	-50.042868464176
5.9600000000000	-51.210704440962
5.9700000000000	-52.366007199658
5.9800000000000	-53.508935972561
5.9900000000000	-54.639660599213
6.0000000000000	-55.758360309535
6.0100000000000	-56.865222574274
6.0200000000000	-57.960442023200
6.0300000000000	-59.044219430788
6.0400000000000	-60.116760768591
6.0500000000000	-61.178276322988
6.0600000000000	-62.228979876597
6.0700000000000	-63.269087951337
6.0800000000000	-64.298819110843
6.0900000000000	-65.318393319761
6.1000000000000	-66.328031357304
6.1100000000000	-67.327954282354
6.1200000000000	-68.318382947361
6.1300000000000	-69.299537558241
6.1400000000000	-70.271637277535
6.1500000000000	-71.234899868081
6.1600000000000	-72.189541374553
6.1700000000000	-73.135775840254
6.1800000000000	-74.073815056683
6.1900000000000	-75.003868343451
6.2000000000000	-75.926142356260
6.2100000000000	-76.840840920744
6.2200000000000	-77.748164890096
6.2300000000000	-78.648312024516
6.2400000000000	-79.541476890631
6.2500000000000	-80.427850779143
6.2600000000000	-81.307621639070
6.2700000000000	-82.180974027074
6.2800000000000	-83.048089070431
6.2900000000000	-83.909144442347
6.3000000000000	-84.764314348375
6.3100000000000	-85.613769522809
6.3200000000000	-86.457677234001
6.3300000000000	-87.296201297633
6.3400000000000	-88.129502097052
6.3500000000000	-88.957736609855
6.3600000000000	-89.781058439963
6.3700000000000	-90.599617854495
6.3800000000000	-91.413561824826
6.3900000000000	-92.223034071234
6.4000000000000	-93.028175110628
6.4100000000000	-93.829122306876
6.4200000000000	-94.626009923292
6.4300000000000	-95.418969176904
6.4400000000000	-96.208128294135
6.4500000000000	-96.993612567587
6.4600000000000	-97.775544413632
6.4700000000000	-98.554043430556
6.4800000000000	-99.329226457017
6.4900000000000	-100.10120763062
6.5000000000000	-100.87009844640
6.5100000000000	-101.63600781511
6.5200000000000	-102.39904212103
6.5300000000000	-103.15930527939
6.5400000000000	-103.91689879303
6.5500000000000	-104.67192180845
6.5600000000000	-105.42447117094
6.5700000000000	-106.17464147893
6.5800000000000	-106.92252513726
6.5900000000000	-107.66821240958
6.6000000000000	-108.41179146959
6.6100000000000	-109.15334845123
6.6200000000000	-109.89296749778
6.6300000000000	-110.63073080973
6.6400000000000	-111.36671869158
6.6500000000000	-112.10100959743
6.6600000000000	-112.83368017531
6.6700000000000	-113.56480531047
6.6800000000000	-114.29445816732
6.6900000000000	-115.02271023029
6.7000000000000	-115.74963134343
6.7100000000000	-116.47528974892
6.7200000000000	-117.19975212431
6.7300000000000	-117.92308361866
6.7400000000000	-118.64534788754
6.7500000000000	-119.36660712690
6.7600000000000	-120.08692210581
6.7700000000000	-120.80635219807
6.7800000000000	-121.52495541286
6.7900000000000	-122.24278842421
6.8000000000000	-122.95990659950
6.8100000000000	-123.67636402690
6.8200000000000	-124.39221354187
6.8300000000000	-125.10750675263
6.8400000000000	-125.82229406468
6.8500000000000	-126.53662470444
6.8600000000000	-127.25054674192
6.8700000000000	-127.96410711252
6.8800000000000	-128.67735163795
6.8900000000000	-129.39032504637
6.9000000000000	-130.10307099161
6.9100000000000	-130.81563207164
6.9200000000000	-131.52804984626
6.9300000000000	-132.24036485403
6.9400000000000	-132.95261662847
6.9500000000000	-133.66484371349
6.9600000000000	-134.37708367820
6.9700000000000	-135.08937313105
6.9800000000000	-135.80174773320
6.9900000000000	-136.51424221143
7.0000000000000	-137.22689037030
7.0100000000000	-137.93972510379
7.0200000000000	-138.65277840639
7.0300000000000	-139.36608138353
7.0400000000000	-140.07966426164
7.0500000000000	-140.79355639758
7.0600000000000	-141.50778628763
7.0700000000000	-142.22238157601
7.0800000000000	-142.93736906292
7.0900000000000	-143.65277471224
7.1000000000000	-144.36862365868
7.1100000000000	-145.08494021467
7.1200000000000	-145.80174787682
7.1300000000000	-146.51906933201
7.1400000000000	-147.23692646321
7.1500000000000	-147.95534035492
7.1600000000000	-148.67433129836
7.1700000000000	-149.39391879639
7.1800000000000	-150.11412156811
7.1900000000000	-150.83495755332
7.2000000000000	-151.55644391668
7.2100000000000	-152.27859705171
7.2200000000000	-153.00143258461
7.2300000000000	-153.72496537788
7.2400000000000	-154.44920953386
7.2500000000000	-155.17417839809
7.2600000000000	-155.89988456259
7.2700000000000	-156.62633986904
7.2800000000000	-157.35355541190
7.2900000000000	-158.08154154148
7.3000000000000	-158.81030786695
7.3100000000000	-159.53986325937
7.3200000000000	-160.27021585473
7.3300000000000	-161.00137305691
7.3400000000000	-161.73334154085
7.3500000000000	-162.46612725561
7.3600000000000	-163.19973542758
7.3700000000000	-163.93417056380
7.3800000000000	-164.66943645533
7.3900000000000	-165.40553618075
7.4000000000000	-166.14247210984
7.4100000000000	-166.88024590739
7.4200000000000	-167.61885853716
7.4300000000000	-168.35831026604
7.4400000000000	-169.09860066842
7.4500000000000	-169.83972863076
7.4600000000000	-170.58169235641
7.4700000000000	-171.32448937062
7.4800000000000	-172.06811652587
7.4900000000000	-172.81257000743
7.5000000000000	-173.55784533918
7.5100000000000	-174.30393738980
7.5200000000000	-175.05084037916
7.5300000000000	-175.79854788510
7.5400000000000	-176.54705285048
7.5500000000000	-177.29634759062
7.5600000000000	-178.04642380101
7.5700000000000	-178.79727256544
7.5800000000000	-179.54888436440
7.5900000000000	179.69875091607
7.6000000000000	178.94564397521
7.6100000000000	178.19180608802
7.6200000000000	177.43724909533
7.6300000000000	176.68198539349
7.6400000000000	175.92602792370
7.6500000000000	175.16939016095
7.6600000000000	174.41208610259
7.6700000000000	173.65413025650
7.6800000000000	172.89553762889
7.6900000000000	172.13632371170
7.7000000000000	171.37650446970
7.7100000000000	170.61609632713
7.7200000000000	169.85511615399
7.7300000000000	169.09358125206
7.7400000000000	168.33150934042
7.7500000000000	167.56891854078
7.7600000000000	166.80582736235
7.7700000000000	166.04225468643
7.7800000000000	165.27821975071
7.7900000000000	164.51374213325
7.8000000000000	163.74884173611
7.8100000000000	162.98353876878
7.8200000000000	162.21785373130
7.8300000000000	161.45180739713
7.8400000000000	160.68542079578
7.8500000000000	159.91871519526
7.8600000000000	159.15171208422
7.8700000000000	158.38443315402
7.8800000000000	157.61690028058
7.8900000000000	156.84913550601
7.9000000000000	156.08116102023
7.9100000000000	155.31299914235
7.9200000000000	154.54467230205
7.9300000000000	153.77620302080
7.9400000000000	153.00761389309
7.9500000000000	152.23892756756
7.9600000000000	151.47016672816
7.9700000000000	150.70135407526
7.9800000000000	149.93251230685
7.9900000000000	149.16366409969
8.0000000000000	148.39483209063
8.0100000000000	147.62603885788
8.0200000000000	146.85730690255
8.0300000000000	146.08865863010
8.0400000000000	145.32011633215
8.0500000000000	144.55170216830
8.0600000000000	143.78343814815
8.0700000000000	143.01534611363
8.0800000000000	142.24744772134
8.0900000000000	141.47976442536
8.1000000000000	140.71231746012
8.1100000000000	139.94512782363
8.1200000000000	139.17821626100
8.1300000000000	138.41160324819
8.1400000000000	137.64530897617
8.1500000000000	136.87935333532
8.1600000000000	136.11375590021
8.1700000000000	135.34853591474
8.1800000000000	134.58371227764
8.1900000000000	133.81930352836
8.2000000000000	133.05532783329
8.2100000000000	132.29180297244
8.2200000000000	131.52874632652
8.2300000000000	130.76617486441
8.2400000000000	130.00410513102
8.2500000000000	129.24255323569
8.2600000000000	128.48153484086
8.2700000000000	127.72106515133
8.2800000000000	126.96115890385
8.2900000000000	126.20183035724
8.3000000000000	125.44309328286
8.3100000000000	124.68496095560
8.3200000000000	123.92744614530
8.3300000000000	123.17056110860
8.3400000000000	122.41431758123
8.3500000000000	121.65872677081
8.3600000000000	120.90379934996
8.3700000000000	120.14954544997
8.3800000000000	119.39597465486
8.3900000000000	118.64309599587
8.4000000000000	117.89091794632
8.4100000000000	117.13944841699
8.4200000000000	116.38869475184
8.4300000000000	115.63866372414
8.4400000000000	114.88936153302
8.4500000000000	114.14079380039
8.4600000000000	113.39296556823
8.4700000000000	112.64588129632
8.4800000000000	111.89954486018
8.4900000000000	111.15395954958
8.5000000000000	110.40912806715
8.5100000000000	109.66505252754
8.5200000000000	108.92173445676
8.5300000000000	108.17917479188
8.5400000000000	107.43737388104
8.5500000000000	106.69633148370
8.5600000000000	105.95604677125
8.5700000000000	105.21651832779
8.5800000000000	104.47774415127
8.5900000000000	103.73972165474
8.6000000000000	103.00244766798
8.6100000000000	102.26591843923
8.6200000000000	101.53012963720
8.6300000000000	100.79507635323
8.6400000000000	100.06075310371
8.6500000000000	99.327153832549
8.6600000000000	98.594271913950
8.6700000000000	97.862100155230
8.6800000000000	97.130630799838
8.6900000000000	96.399855530480
8.7000000000000	95.669765472375
8.7100000000000	94.940351196616
8.7200000000000	94.211602723632
8.7300000000000	93.483509526740
8.7400000000000	92.756060535779
8.7500000000000	92.029244140814
8.7600000000000	91.303048195898
8.7700000000000	90.577460022899
8.7800000000000	89.852466415357
8.7900000000000	89.128053642390
8.8000000000000	88.404207452622
8.8100000000000	87.680913078135
8.8200000000000	86.958155238435
8.8300000000000	86.235918144427
8.8400000000000	85.514185502390
8.8500000000000	84.792940517943
8.8600000000000	84.072165900010
8.8700000000000	83.351843864756
8.8800000000000	82.631956139517
8.8900000000000	81.912483966691
8.9000000000000	81.193408107606
8.9100000000000	80.474708846355
8.9200000000000	79.756365993587
8.9300000000000	79.038358890269
8.9400000000000	78.320666411394
8.9500000000000	77.603266969651
8.9600000000000	76.886138519045
8.9700000000000	76.169258558473
8.9800000000000	75.452604135240
8.9900000000000	74.736151848542
9.0000000000000	74.019877852882
9.0100000000000	73.303757861446
9.0200000000000	72.587767149430
9.0300000000000	71.871880557309
9.0400000000000	71.156072494077
9.0500000000000	70.440316940423
9.0600000000000	69.724587451879
9.0700000000000	69.008857161921
9.0800000000000	68.293098785042
9.0900000000000	67.577284619780
9.1000000000000	66.861386551733
9.1100000000000	66.145376056540
9.1200000000000	65.429224202848
9.1300000000000	64.712901655270
9.1400000000000	63.996378677329
9.1500000000000	63.279625134412
9.1600000000000	62.562610496725
9.1700000000000	61.845303842265
9.1800000000000	61.127673859823
9.1900000000000	60.409688852008
9.2000000000000	59.691316738325
9.2100000000000	58.972525058297
9.2200000000000	58.253280974653
9.2300000000000	57.533551276592
9.2400000000000	56.813302383130
9.2500000000000	56.092500346545
9.2600000000000	55.371110855938
9.2700000000000	54.649099240910
9.2800000000000	53.926430475388
9.2900000000000	53.203069181600
9.3000000000000	52.478979634220
9.3100000000000	51.754125764701
9.3200000000000	51.028471165808
9.3300000000000	50.301979096382
9.3400000000000	49.574612486331
9.3500000000000	48.846333941887
9.3600000000000	48.117105751146
9.3700000000000	47.386889889904
9.3800000000000	46.655648027812
9.3900000000000	45.923341534885
9.4000000000000	45.189931488370
9.4100000000000	44.455378680014
9.4200000000000	43.719643623743
9.4300000000000	42.982686563793
9.4400000000000	42.244467483298
9.4500000000000	41.504946113391
9.4600000000000	40.764081942820
9.4700000000000	40.021834228128
9.4800000000000	39.278162004410
9.4900000000000	38.533024096696
9.5000000000000	37.786379131978
9.5100000000000	37.038185551920
9.5200000000000	36.288401626282
9.5300000000000	35.536985467094
9.5400000000000	34.783895043617
9.5500000000000	34.029088198120
9.5600000000000	33.272522662517
9.5700000000000	32.514156075896
9.5800000000000	31.753946002979
9.5900000000000	30.991849953553
9.6000000000000	30.227825402907
9.6100000000000	29.461829813320
9.6200000000000	28.693820656629
9.6300000000000	27.923755437927
9.6400000000000	27.151591720426
9.6500000000000	26.377287151520
9.6600000000000	25.600799490098
9.6700000000000	24.822086635134
9.6800000000000	24.041106655604
9.6900000000000	23.257817821752
9.7000000000000	22.472178637765
9.7100000000000	21.684147875867
9.7200000000000	20.893684611891
9.7300000000000	20.100748262340
9.7400000000000	19.305298622990
9.7500000000000	18.507295909045
9.7600000000000	17.706700796889
9.7700000000000	16.903474467444
9.7800000000000	16.097578651169
9.7900000000000	15.288975674714
9.8000000000000	14.477628509237
9.8100000000000	13.663500820414
9.8200000000000	12.846557020129
9.8300000000000	12.026762319860
9.8400000000000	11.204082785756
9.8500000000000	10.378485395394
9.8600000000000	9.5499380962033
9.8700000000000	8.7184098655448
9.8800000000000	7.8838707724084
9.8900000000000	7.0462920406986
9.9000000000000	6.2056461140722
9.9100000000000	5.3619067222692
9.9200000000000	4.5150489488875
9.9300000000000	3.6650493005292
9.9400000000000	2.8118857772433
9.9500000000000	1.9555379441807
9.9600000000000	1.0959870043595
9.9700000000000	0.23321587244036
9.9800000000000	-0.63279075061444
9.9900000000000	-1.5020463021201
10.000000000000	-2.3745622816357
10.010000000000	-3.2503481744660
10.020000000000	-4.1294113748675
10.030000000000	-5.0117571091345
10.040000000000	-5.8973883587588
10.050000000000	-6.7863057838618
10.060000000000	-7.6785076471193
10.070000000000	-8.5739897384010
10.080000000000	-9.4727453003685
10.090000000000	-10.374764955281
10.100000000000	-11.280036633271
10.110000000000	-12.188545502362
10.120000000000	-13.100273900517
10.130000000000	-14.015201269995
10.140000000000	-14.933304094340
10.150000000000	-15.854555838285
10.160000000000	-16.778926890900
10.170000000000	-17.706384512300
10.180000000000	-18.636892784232
10.190000000000	-19.570412564867
10.200000000000	-20.506901448125
10.210000000000	-21.446313727841
10.220000000000	-22.388600367115
10.230000000000	-23.333708973136
10.240000000000	-24.281583777805
10.250000000000	-25.232165624435
10.260000000000	-26.185391960833
10.270000000000	-27.141196839015
10.280000000000	-28.099510921827
10.290000000000	-29.060261496686
10.300000000000	-30.023372496675
10.310000000000	-30.988764529166
10.320000000000	-31.956354912154
10.330000000000	-32.926057718413
10.340000000000	-33.897783827614
10.350000000000	-34.871440986452
10.360000000000	-35.846933876843
10.370000000000	-36.824164192183
10.380000000000	-37.803030721660
10.390000000000	-38.783429442527
10.400000000000	-39.765253620257
10.410000000000	-40.748393916416
10.420000000000	-41.732738504076
10.430000000000	-42.718173190552
10.440000000000	-43.704581547195
10.450000000000	-44.691845045940
10.460000000000	-45.679843202269
10.470000000000	-46.668453724223
10.480000000000	-47.657552667048
10.490000000000	-48.647014593030
10.500000000000	-49.636712736049
10.510000000000	-50.626519170355
10.520000000000	-51.616304983034
10.530000000000	-52.605940449612
10.540000000000	-53.595295212241
10.550000000000	-54.584238459865
10.560000000000	-55.572639109788
10.570000000000	-56.560365990019
10.580000000000	-57.547288021807
10.590000000000	-58.533274401724
10.600000000000	-59.518194782721
10.610000000000	-60.501919453529
10.620000000000	-61.484319515827
10.630000000000	-62.465267058589
10.640000000000	-63.444635329060
10.650000000000	-64.422298899813
10.660000000000	-65.398133831373
10.670000000000	-66.372017829923
10.680000000000	-67.343830399619
10.690000000000	-68.313452989106
10.700000000000	-69.280769131819
10.710000000000	-70.245664579721
10.720000000000	-71.208027430162
10.730000000000	-72.167748245552
10.740000000000	-73.124720165634
10.750000000000	-74.078839012122
10.760000000000	-75.030003385554
10.770000000000	-75.978114754228
10.780000000000	-76.923077535132
10.790000000000	-77.864799166820
10.800000000000	-78.803190174212
10.810000000000	-79.738164225355
10.820000000000	-80.669638180187
10.830000000000	-81.597532131406
10.840000000000	-82.521769437549
10.850000000000	-83.442276748453
10.860000000000	-84.358984023248
10.870000000000	-85.271824541105
10.880000000000	-86.180734904949
