#Parameters = {alpha=0; d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1; t=0.035; theta=60; w=7}
#"Frequency / GHz"	"RCS (square meters),Theta=theta,Phi=phi (3) [Real Part]"
#---------------------------------------------------------------------------
2.0000000000000	1.0343726517558e-05
2.1000000000000	0.00076351091499976
2.2000000000000	0.0015274074992979
2.3000000000000	0.0012176711861367
2.4000000000000	0.00035823398658025
2.5000000000000	1.1620482871232e-05
2.6000000000000	0.00038889577252021
2.7000000000000	0.00081201010936938
2.8000000000000	0.00071348439323221
2.9000000000000	0.00026518145724389
3.0000000000000	6.0878532332895e-06
3.1000000000000	0.00013412790285762
3.2000000000000	0.00035507161762634
3.3000000000000	0.00033930175546743
3.4000000000000	0.00012425146619352
3.5000000000000	9.0016853757865e-08
3.6000000000000	0.00011029962923699
3.7000000000000	0.00029204980524711
3.8000000000000	0.00031044683715379
3.9000000000000	0.00015138502473009
4.0000000000000	1.6547152506327e-05
4.1000000000000	6.2740276505925e-05
4.2000000000000	0.00022204006781689
4.3000000000000	0.00030282734363499
4.4000000000000	0.00022053915194585
4.5000000000000	7.5851697354816e-05
4.6000000000000	1.1646704581750e-05
4.7000000000000	4.8047432540075e-05
4.8000000000000	9.5698934960743e-05
4.9000000000000	0.00010698341781555
5.0000000000000	0.00015333599342524
5.1000000000000	0.00032072066844025
5.2000000000000	0.00055773251975517
5.3000000000000	0.00068851644261618
5.4000000000000	0.00061202393817266
5.5000000000000	0.00046962161877750
5.6000000000000	0.00056241912898727
5.7000000000000	0.0010599261793731
5.8000000000000	0.0017848117608532
5.9000000000000	0.0023106872633130
6.0000000000000	0.0023051841277121
6.1000000000000	0.0018009216088449
6.2000000000000	0.0011429523537920
6.3000000000000	0.00067684515959919
6.4000000000000	0.00048451397462297
6.5000000000000	0.00040487181297638
6.6000000000000	0.00027736913133552
6.7000000000000	0.00013240714963359
6.8000000000000	0.00013498063282341
6.9000000000000	0.00036521864354096
7.0000000000000	0.00069264543698069
7.1000000000000	0.00089180526286944
7.2000000000000	0.00087868976719642
7.3000000000000	0.00080902094682913
7.4000000000000	0.00091982454026433
7.5000000000000	0.0012689896343267
7.6000000000000	0.0016460224621718
7.7000000000000	0.0017615264987146
7.8000000000000	0.0015367389686552
7.9000000000000	0.0012003319415528
8.0000000000000	0.0010809985306793
8.1000000000000	0.0012867408880281
8.2000000000000	0.0015850511744545
8.3000000000000	0.0016134373523600
8.4000000000000	0.0012306397018139
8.5000000000000	0.00067381714477018
8.6000000000000	0.00036103908630515
8.7000000000000	0.00051125592593209
8.8000000000000	0.00093219980527522
8.9000000000000	0.0011809219908565
9.0000000000000	0.00096376106784394
9.1000000000000	0.00042177922203469
9.2000000000000	4.3175499051499e-05
9.3000000000000	0.00026764253070890
9.4000000000000	0.0011114812666656
9.5000000000000	0.0021209966462567
9.6000000000000	0.0026872955817389
9.7000000000000	0.0024712069833540
9.8000000000000	0.0016229263110174
9.9000000000000	0.00066329870582623
10.000000000000	0.00014650751159401
10.100000000000	0.00034582658856748
10.200000000000	0.0011374139032250
10.300000000000	0.0021007678716811
10.400000000000	0.0027438599148364
10.500000000000	0.0027397397263488
10.600000000000	0.0020844603358293
10.700000000000	0.0011074636401745
10.800000000000	0.00030373623899462
10.900000000000	4.8527507316320e-05
11.000000000000	0.00036348399801988
11.100000000000	0.00091362294875611
11.200000000000	0.0012624091438338
11.300000000000	0.0011930651518447
11.400000000000	0.00082848904475449
11.500000000000	0.00045793133255930
11.600000000000	0.00025857217422044
11.700000000000	0.00019561686264765
11.800000000000	0.00017394791203939
11.900000000000	0.00021845689518825
12.000000000000	0.00042924731408892
