#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1.3; t=0.035; theta=0; w=7}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
2.0000000000000	0.99947494511690
2.0100000000000	0.99946914269083
2.0200000000000	0.99946319546907
2.0300000000000	0.99945710335480
2.0400000000000	0.99945086621559
2.0500000000000	0.99944448388313
2.0600000000000	0.99943795615304
2.0700000000000	0.99943128278455
2.0800000000000	0.99942446350032
2.0900000000000	0.99941749798611
2.1000000000000	0.99941038589053
2.1100000000000	0.99940312682475
2.1200000000000	0.99939572036219
2.1300000000000	0.99938816603822
2.1400000000000	0.99938046334985
2.1500000000000	0.99937261175537
2.1600000000000	0.99936461067407
2.1700000000000	0.99935645948583
2.1800000000000	0.99934815753077
2.1900000000000	0.99933970410889
2.2000000000000	0.99933109847971
2.2100000000000	0.99932233986179
2.2200000000000	0.99931342743241
2.2300000000000	0.99930436032707
2.2400000000000	0.99929513763911
2.2500000000000	0.99928575841924
2.2600000000000	0.99927622167504
2.2700000000000	0.99926652637055
2.2800000000000	0.99925667142568
2.2900000000000	0.99924665571582
2.3000000000000	0.99923647807120
2.3100000000000	0.99922613727642
2.3200000000000	0.99921563206987
2.3300000000000	0.99920496114316
2.3400000000000	0.99919412314051
2.3500000000000	0.99918311665818
2.3600000000000	0.99917194024378
2.3700000000000	0.99916059239572
2.3800000000000	0.99914907156244
2.3900000000000	0.99913737614178
2.4000000000000	0.99912550448029
2.4100000000000	0.99911345487248
2.4200000000000	0.99910122556004
2.4300000000000	0.99908881473115
2.4400000000000	0.99907622051962
2.4500000000000	0.99906344100413
2.4600000000000	0.99905047420734
2.4700000000000	0.99903731809507
2.4800000000000	0.99902397057537
2.4900000000000	0.99901042949769
2.5000000000000	0.99899669265182
2.5100000000000	0.99898275776707
2.5200000000000	0.99896862251111
2.5300000000000	0.99895428448913
2.5400000000000	0.99893974124262
2.5500000000000	0.99892499024842
2.5600000000000	0.99891002891754
2.5700000000000	0.99889485459402
2.5800000000000	0.99887946455378
2.5900000000000	0.99886385600341
2.6000000000000	0.99884802607888
2.6100000000000	0.99883197184432
2.6200000000000	0.99881569029067
2.6300000000000	0.99879917833435
2.6400000000000	0.99878243281584
2.6500000000000	0.99876545049828
2.6600000000000	0.99874822806597
2.6700000000000	0.99873076212285
2.6800000000000	0.99871304919100
2.6900000000000	0.99869508570897
2.7000000000000	0.99867686803019
2.7100000000000	0.99865839242122
2.7200000000000	0.99863965506006
2.7300000000000	0.99862065203433
2.7400000000000	0.99860137933944
2.7500000000000	0.99858183287666
2.7600000000000	0.99856200845124
2.7700000000000	0.99854190177033
2.7800000000000	0.99852150844098
2.7900000000000	0.99850082396796
2.8000000000000	0.99847984375162
2.8100000000000	0.99845856308564
2.8200000000000	0.99843697715469
2.8300000000000	0.99841508103210
2.8400000000000	0.99839286967737
2.8500000000000	0.99837033793370
2.8600000000000	0.99834748052533
2.8700000000000	0.99832429205497
2.8800000000000	0.99830076700100
2.8900000000000	0.99827689971466
2.9000000000000	0.99825268441716
2.9100000000000	0.99822811519669
2.9200000000000	0.99820318600534
2.9300000000000	0.99817789065595
2.9400000000000	0.99815222281884
2.9500000000000	0.99812617601848
2.9600000000000	0.99809974363002
2.9700000000000	0.99807291887576
2.9800000000000	0.99804569482148
2.9900000000000	0.99801806437268
3.0000000000000	0.99799002027072
3.0100000000000	0.99796155508883
3.0200000000000	0.99793266122799
3.0300000000000	0.99790333091269
3.0400000000000	0.99787355618662
3.0500000000000	0.99784332890815
3.0600000000000	0.99781264074573
3.0700000000000	0.99778148317309
3.0800000000000	0.99774984746442
3.0900000000000	0.99771772468924
3.1000000000000	0.99768510570726
3.1100000000000	0.99765198116297
3.1200000000000	0.99761834148017
3.1300000000000	0.99758417685626
3.1400000000000	0.99754947725635
3.1500000000000	0.99751423240728
3.1600000000000	0.99747843179134
3.1700000000000	0.99744206463989
3.1800000000000	0.99740511992671
3.1900000000000	0.99736758636122
3.2000000000000	0.99732945238143
3.2100000000000	0.99729070614668
3.2200000000000	0.99725133553020
3.2300000000000	0.99721132811138
3.2400000000000	0.99717067116783
3.2500000000000	0.99712935166717
3.2600000000000	0.99708735625862
