#Parameters = {d=1; g=0.5; h=2.4; l=6; m=3; p=0.5; phi=0; s=1.3; t=0.035; theta=60; w=7}
#"Frequency / GHz"	"SZmax(2),Zmax(1) (theta=60) [Magnitude]"
#-----------------------------------------------------------
2.0000000000000	0.0031654350280145
2.0100000000000	0.0032196577159284
2.0200000000000	0.0032746219421954
2.0300000000000	0.0033303358636636
2.0400000000000	0.0033868077364985
2.0500000000000	0.0034440459175855
2.0600000000000	0.0035020588659553
2.0700000000000	0.0035608551442329
2.0800000000000	0.0036204434201102
2.0900000000000	0.0036808324678430
2.1000000000000	0.0037420311697729
2.1100000000000	0.0038040485178727
2.1200000000000	0.0038668936153212
2.1300000000000	0.0039305756780986
2.1400000000000	0.0039951040366140
2.1500000000000	0.0040604881373560
2.1600000000000	0.0041267375445734
2.1700000000000	0.0041938619419821
2.1800000000000	0.0042618711345015
2.1900000000000	0.0043307750500208
2.2000000000000	0.0044005837411943
2.2100000000000	0.0044713073872668
2.2200000000000	0.0045429562959289
2.2300000000000	0.0046155409052074
2.2400000000000	0.0046890717853841
2.2500000000000	0.0047635596409486
2.2600000000000	0.0048390153125841
2.2700000000000	0.0049154497791894
2.2800000000000	0.0049928741599311
2.2900000000000	0.0050712997163370
2.3000000000000	0.0051507378544183
2.3100000000000	0.0052312001268370
2.3200000000000	0.0053126982351015
2.3300000000000	0.0053952440318099
2.3400000000000	0.0054788495229247
2.3500000000000	0.0055635268700908
2.3600000000000	0.0056492883929925
2.3700000000000	0.0057361465717540
2.3800000000000	0.0058241140493818
2.3900000000000	0.0059132036342443
2.4000000000000	0.0060034283026050
2.4100000000000	0.0060948012011921
2.4200000000000	0.0061873356498201
2.4300000000000	0.0062810451440511
2.4400000000000	0.0063759433579101
2.4500000000000	0.0064720441466466
2.4600000000000	0.0065693615495432
2.4700000000000	0.0066679097927780
2.4800000000000	0.0067677032923359
2.4900000000000	0.0068687566569772
2.5000000000000	0.0069710846912523
2.5100000000000	0.0070747023985778
2.5200000000000	0.0071796249843676
2.5300000000000	0.0072858678592146
2.5400000000000	0.0073934466421420
2.5500000000000	0.0075023771639013
2.5600000000000	0.0076126754703453
2.5700000000000	0.0077243578258480
2.5800000000000	0.0078374407167994
2.5900000000000	0.0079519408551599
2.6000000000000	0.0080678751820808
2.6100000000000	0.0081852608715966
2.6200000000000	0.0083041153343755
2.6300000000000	0.0084244562215554
2.6400000000000	0.0085463014286382
2.6500000000000	0.0086696690994669
2.6600000000000	0.0087945776302709
2.6700000000000	0.0089210456737916
2.6800000000000	0.0090490921434886
2.6900000000000	0.0091787362178165
2.7000000000000	0.0093099973445973
2.7100000000000	0.0094428952454619
2.7200000000000	0.0095774499203876
2.7300000000000	0.0097136816523185
2.7400000000000	0.0098516110118744
2.7500000000000	0.0099912588621526
2.7600000000000	0.010132646363620
2.7700000000000	0.010275794979106
2.7800000000000	0.010420726478884
2.7900000000000	0.010567462945864
2.8000000000000	0.010716026780871
2.8100000000000	0.010866440708046
2.8200000000000	0.011018727780338
2.8300000000000	0.011172911385111
2.8400000000000	0.011329015249863
2.8500000000000	0.011487063448058
2.8600000000000	0.011647080405068
2.8700000000000	0.011809090904250
2.8800000000000	0.011973120093122
2.8900000000000	0.012139193489683
2.9000000000000	0.012307336988850
2.9100000000000	0.012477576869029
2.9200000000000	0.012649939798817
2.9300000000000	0.012824452843841
2.9400000000000	0.013001143473739
2.9500000000000	0.013180039569281
2.9600000000000	0.013361169429631
2.9700000000000	0.013544561779776
2.9800000000000	0.013730245778083
2.9900000000000	0.013918251024035
3.0000000000000	0.014108607566115
3.0100000000000	0.014301345909856
3.0200000000000	0.014496497026064
3.0300000000000	0.014694092359202
3.0400000000000	0.014894163835968
3.0500000000000	0.015096743874035
3.0600000000000	0.015301865390985
3.0700000000000	0.015509561813434
3.0800000000000	0.015719867086347
3.0900000000000	0.015932815682548
3.1000000000000	0.016148442612441
3.1100000000000	0.016366783433939
3.1200000000000	0.016587874262597
3.1300000000000	0.016811751781973
3.1400000000000	0.017038453254212
3.1500000000000	0.017268016530854
3.1600000000000	0.017500480063884
3.1700000000000	0.017735882917019
3.1800000000000	0.017974264777241
3.1900000000000	0.018215665966590
3.2000000000000	0.018460127454211
3.2100000000000	0.018707690868664
3.2200000000000	0.018958398510519
3.2300000000000	0.019212293365219
3.2400000000000	0.019469419116233
3.2500000000000	0.019729820158510
3.2600000000000	0.019993541612224
3.2700000000000	0.020260629336836
3.2800000000000	0.020531129945475
3.2900000000000	0.020805090819635
3.3000000000000	0.021082560124218
3.3100000000000	0.021363586822908
3.3200000000000	0.021648220693909
3.3300000000000	0.021936512346034
3.3400000000000	0.022228513235169
3.3500000000000	0.022524275681115
3.3600000000000	0.022823852884822
3.3700000000000	0.023127298946021
3.3800000000000	0.023434668881267
3.3900000000000	0.023746018642411
3.4000000000000	0.024061405135490
3.4100000000000	0.024380886240077
3.4200000000000	0.024704520829078
3.4300000000000	0.025032368789003
3.4400000000000	0.025364491040713
3.4500000000000	0.025700949560668
3.4600000000000	0.026041807402679
3.4700000000000	0.026387128720182
3.4800000000000	0.026736978789044
3.4900000000000	0.027091424030933
3.5000000000000	0.027450532037233
3.5100000000000	0.027814371593563
3.5200000000000	0.028183012704871
3.5300000000000	0.028556526621163
3.5400000000000	0.028934985863843
3.5500000000000	0.029318464252719
3.5600000000000	0.029707036933663
3.5700000000000	0.030100780406961
3.5800000000000	0.030499772556370
3.5900000000000	0.030904092678894
3.6000000000000	0.031313821515309
3.6100000000000	0.031729041281449
3.6200000000000	0.032149835700289
3.6300000000000	0.032576290034827
3.6400000000000	0.033008491121805
3.6500000000000	0.033446527406291
3.6600000000000	0.033890488977132
3.6700000000000	0.034340467603325
3.6800000000000	0.034796556771317
3.6900000000000	0.035258851723264
3.7000000000000	0.035727449496283
3.7100000000000	0.036202448962714
3.7200000000000	0.036683950871440
3.7300000000000	0.037172057890274
3.7400000000000	0.037666874649461
3.7500000000000	0.038168507786321
3.7600000000000	0.038677065991071
3.7700000000000	0.039192660053852
3.7800000000000	0.039715402913004
3.7900000000000	0.040245409704634
3.8000000000000	0.040782797813489
3.8100000000000	0.041327686925210
3.8200000000000	0.041880199079976
3.8300000000000	0.042440458727594
3.8400000000000	0.043008592784085
3.8500000000000	0.043584730689797
3.8600000000000	0.044169004469100
3.8700000000000	0.044761548791710
3.8800000000000	0.045362501035690
3.8900000000000	0.045972001352181
3.9000000000000	0.046590192731912
3.9100000000000	0.047217221073551
3.9200000000000	0.047853235253946
3.9300000000000	0.048498387200319
3.9400000000000	0.049152831964469
3.9500000000000	0.049816727799052
3.9600000000000	0.050490236236000
3.9700000000000	0.051173522167135
3.9800000000000	0.051866753927072
3.9900000000000	0.052570103378451
4.0000000000000	0.053283745999593
4.0100000000000	0.054007860974651
4.0200000000000	0.054742631286323
4.0300000000000	0.055488243811225
4.0400000000000	0.056244889417992
4.0500000000000	0.057012763068203
4.0600000000000	0.057792063920218
4.0700000000000	0.058582995436001
4.0800000000000	0.059385765491063
4.0900000000000	0.060200586487572
4.1000000000000	0.061027675470777
4.1100000000000	0.061867254248817
